id, tenure, age, marital, address, income, ed, employ, gender, reside, longmon, tollmon, wiremon, longten, tollten, wireten, ebill, churn
463, 25, 30, 0, 0, 20, 1, 4, 1, 1, 8.55, 21.75, 0, 215.95, 522.15, 0, 0, 0
464, 30, 23, 1, 4, 19, 3, 1, 0, 4, 7.9, 0, 0, 253.05, 0, 0, 1, 0
465, 21, 39, 1, 7, 25, 2, 1, 0, 4, 8.5, 27, 31.25, 175.3, 582, 646.9, 0, 0
466, 71, 46, 0, 27, 119, 5, 7, 1, 1, 42.85, 0, 111.95, 3080.85, 0, 7856.85, 1, 0
467, 11, 48, 1, 5, 323, 4, 25, 0, 4, 5.25, 30, 25.75, 48.5, 293.85, 223.25, 0, 1
468, 24, 30, 1, 7, 45, 1, 11, 1, 2, 6, 0, 0, 134.7, 0, 0, 0, 0
469, 65, 59, 1, 27, 197, 4, 26, 0, 2, 45.4, 0, 0, 2973.55, 0, 0, 1, 0
470, 16, 34, 1, 13, 56, 3, 10, 1, 3, 9.35, 0, 0, 157, 0, 0, 0, 1
471, 37, 51, 1, 26, 24, 4, 4, 0, 2, 8.2, 0, 0, 288.4, 0, 0, 1, 0
472, 5, 30, 0, 4, 25, 3, 6, 0, 1, 2.4, 14.75, 0, 25.45, 72.45, 0, 0, 1
473, 3, 55, 1, 9, 26, 5, 0, 1, 2, 6.4, 0, 0, 22.4, 0, 0, 1, 1
474, 5, 32, 0, 6, 33, 4, 3, 0, 2, 3.2, 0, 0, 24.55, 0, 0, 1, 1
475, 60, 44, 1, 4, 150, 2, 24, 0, 2, 20, 63.5, 36.8, 1207.3, 3907.8, 2163.75, 1, 0
476, 19, 37, 1, 4, 99, 2, 15, 1, 3, 8, 0, 0, 142.05, 0, 0, 1, 1
477, 54, 40, 0, 19, 50, 4, 12, 1, 2, 22.8, 0, 33.05, 1266.1, 0, 1746.9, 1, 0
478, 25, 41, 0, 3, 81, 3, 20, 1, 4, 7.4, 0, 0, 193.65, 0, 0, 0, 0
479, 1, 36, 0, 6, 21, 1, 1, 0, 2, 1.35, 0, 0, 1.35, 0, 0, 1, 1
480, 54, 68, 0, 7, 273, 3, 27, 1, 1, 18.35, 0, 0, 1003.2, 0, 0, 1, 0
481, 14, 31, 1, 9, 39, 3, 4, 1, 7, 4.4, 0, 0, 60.65, 0, 0, 0, 0
482, 14, 28, 1, 7, 17, 2, 3, 0, 4, 5.8, 0, 0, 86.75, 0, 0, 1, 1
483, 10, 45, 1, 8, 115, 3, 17, 1, 4, 5.7, 0, 0, 52.95, 0, 0, 1, 1
484, 7, 23, 0, 3, 27, 2, 1, 1, 3, 3.65, 9.5, 0, 21, 76.05, 0, 0, 0
485, 33, 45, 0, 24, 35, 1, 6, 0, 1, 5.65, 24, 0, 205.75, 860.95, 0, 0, 1
486, 3, 23, 0, 2, 20, 2, 4, 0, 1, 4.65, 0, 0, 11.2, 0, 0, 1, 0
487, 56, 58, 1, 3, 92, 1, 25, 0, 3, 8.25, 0, 0, 476.7, 0, 0, 0, 0
488, 54, 56, 0, 8, 207, 2, 35, 1, 1, 9, 25.25, 0, 464.65, 1352.25, 0, 0, 0
489, 72, 55, 1, 28, 40, 1, 11, 0, 5, 34.25, 0, 0, 2472.65, 0, 0, 0, 0
490, 18, 29, 0, 4, 40, 2, 1, 0, 1, 9.5, 0, 0, 196.2, 0, 0, 0, 0
491, 25, 29, 0, 9, 55, 4, 1, 0, 1, 5.25, 24.75, 0, 147.95, 612.45, 0, 1, 1
492, 42, 62, 0, 26, 26, 1, 35, 1, 1, 8.75, 0, 0, 337.75, 0, 0, 1, 0
493, 4, 37, 0, 2, 41, 2, 8, 0, 1, 2.8, 13.5, 0, 5.3, 45.75, 0, 0, 0
494, 12, 50, 1, 16, 203, 4, 25, 0, 2, 4.95, 22, 28.3, 71.5, 284.7, 315.7, 1, 1
495, 53, 64, 1, 17, 380, 2, 36, 1, 2, 12.85, 40.25, 0, 687.9, 2104.3, 0, 0, 0
496, 13, 38, 1, 8, 104, 4, 6, 0, 7, 10.25, 21.5, 58.85, 160.4, 274, 723.35, 1, 1
497, 18, 31, 1, 12, 24, 3, 4, 0, 4, 12.15, 0, 0, 202.2, 0, 0, 1, 0
498, 67, 42, 1, 20, 81, 3, 20, 1, 5, 24.4, 41.25, 36.7, 1701, 2799.45, 2481.65, 0, 0
499, 6, 24, 0, 2, 17, 1, 1, 0, 1, 3.25, 21, 0, 29.25, 132.2, 0, 0, 0
500, 25, 46, 0, 13, 45, 1, 12, 1, 1, 5.4, 16, 0, 155, 408.05, 0, 0, 0
501, 15, 39, 0, 19, 32, 2, 2, 0, 1, 3.45, 0, 0, 44.45, 0, 0, 1, 1
502, 32, 35, 0, 12, 57, 4, 5, 0, 1, 8.6, 11, 0, 259.3, 335.15, 0, 0, 0
503, 22, 39, 0, 0, 63, 4, 9, 0, 1, 6.2, 0, 0, 121.7, 0, 0, 1, 1
504, 8, 22, 0, 3, 25, 4, 0, 0, 1, 8, 32.25, 19.45, 61.55, 264, 153.7, 0, 0
505, 3, 31, 1, 4, 22, 1, 1, 0, 2, 3.4, 0, 0, 7.6, 0, 0, 1, 1
506, 32, 54, 0, 6, 155, 2, 20, 0, 1, 16.35, 0, 0, 528.5, 0, 0, 0, 0
507, 49, 54, 0, 24, 30, 2, 5, 0, 1, 15.5, 0, 0, 754.8, 0, 0, 0, 0
508, 2, 28, 0, 7, 46, 3, 0, 1, 1, 3.45, 0, 15.1, 6.55, 0, 10.45, 1, 0
509, 39, 47, 0, 1, 68, 4, 10, 1, 2, 8.3, 0, 0, 308.55, 0, 0, 1, 1
510, 42, 33, 0, 2, 67, 2, 5, 0, 2, 6.7, 0, 0, 270.2, 0, 0, 0, 0
511, 28, 36, 0, 3, 69, 3, 2, 0, 1, 6.05, 25.25, 36.6, 153.05, 697.05, 1020.95, 1, 0
512, 41, 46, 1, 14, 47, 2, 11, 0, 5, 6.3, 41.25, 50.95, 279.7, 1665, 1956.7, 0, 0
513, 67, 50, 1, 31, 83, 2, 12, 0, 2, 29.45, 0, 0, 1921.55, 0, 0, 1, 0
514, 38, 40, 0, 15, 34, 2, 11, 1, 1, 4.25, 0, 0, 157.6, 0, 0, 0, 0
515, 18, 38, 0, 8, 45, 2, 2, 1, 4, 2.7, 31.5, 23.4, 45.6, 609.2, 422.5, 1, 1
516, 6, 42, 1, 17, 29, 2, 2, 1, 2, 4.3, 25.75, 31.9, 13.4, 159.15, 162, 0, 0
517, 4, 36, 0, 0, 21, 2, 1, 1, 3, 3.3, 0, 0, 22.1, 0, 0, 0, 0
518, 13, 23, 1, 3, 30, 3, 0, 1, 4, 5.15, 24.25, 0, 53.5, 294.55, 0, 0, 0
519, 20, 35, 0, 0, 78, 4, 7, 0, 1, 5.5, 0, 35.25, 97.15, 0, 701.05, 1, 1
520, 34, 49, 1, 27, 61, 3, 15, 1, 2, 12.65, 34.25, 0, 414.9, 1119.35, 0, 0, 0
521, 46, 29, 1, 4, 90, 5, 3, 0, 4, 16.85, 40.5, 39.8, 736.45, 1817.75, 1783.15, 0, 0
522, 48, 41, 0, 21, 43, 2, 7, 0, 1, 19.5, 0, 0, 887.7, 0, 0, 0, 0
523, 69, 61, 1, 12, 301, 2, 37, 0, 2, 26.05, 36.75, 38.45, 1738.15, 2589.3, 2590.2, 0, 0
524, 32, 34, 1, 7, 32, 2, 15, 0, 4, 9.25, 0, 0, 285.75, 0, 0, 0, 0
525, 29, 29, 0, 9, 41, 2, 9, 0, 2, 4.75, 23, 0, 112, 626.6, 0, 1, 0
526, 55, 52, 0, 22, 127, 1, 28, 1, 3, 7.05, 0, 0, 400.55, 0, 0, 1, 0
527, 72, 60, 1, 36, 271, 1, 43, 1, 2, 21.7, 0, 0, 1580.4, 0, 0, 0, 0
528, 29, 26, 0, 1, 32, 3, 2, 1, 1, 3.4, 0, 0, 111.5, 0, 0, 0, 1
529, 50, 25, 1, 1, 36, 4, 2, 1, 5, 13.05, 0, 40.85, 682.2, 0, 1964.2, 1, 0
530, 35, 50, 1, 11, 293, 3, 21, 0, 2, 12.25, 0, 0, 416.4, 0, 0, 1, 1
531, 11, 63, 0, 9, 41, 3, 3, 0, 1, 4.15, 0, 0, 46.35, 0, 0, 1, 1
532, 9, 29, 0, 9, 39, 3, 5, 1, 1, 4.2, 0, 0, 22, 0, 0, 1, 0
533, 51, 48, 0, 27, 58, 1, 18, 0, 1, 19.2, 25.75, 0, 964.85, 1320.05, 0, 0, 1
534, 33, 34, 1, 2, 28, 1, 3, 1, 3, 13.4, 0, 0, 438.9, 0, 0, 0, 0
535, 25, 20, 0, 0, 15, 2, 0, 0, 2, 10.7, 23, 0, 296.75, 572.25, 0, 0, 0
536, 31, 34, 0, 9, 105, 4, 7, 1, 4, 6.45, 0, 0, 182.35, 0, 0, 0, 0
537, 67, 40, 1, 10, 80, 4, 8, 1, 2, 33.05, 21.75, 48.05, 2225.15, 1391.6, 3185.35, 1, 0
538, 55, 45, 0, 8, 36, 2, 9, 0, 3, 25.65, 41.75, 0, 1423, 2294.75, 0, 0, 0
539, 19, 50, 0, 7, 112, 4, 3, 1, 1, 7.15, 0, 46.55, 160.2, 0, 893.75, 1, 0
540, 39, 34, 1, 11, 55, 4, 10, 1, 4, 18.45, 33.75, 47.85, 742.5, 1307.8, 1867.5, 0, 0
541, 52, 35, 1, 8, 40, 4, 1, 0, 2, 10.75, 33.5, 44.6, 546.65, 1772.35, 2407.15, 0, 0
542, 55, 37, 1, 15, 23, 2, 0, 1, 5, 12.95, 32.5, 0, 716.25, 1783.55, 0, 0, 0
543, 25, 62, 0, 27, 28, 4, 33, 1, 1, 8.3, 14.75, 47, 160.4, 359.25, 1117.55, 1, 1
544, 33, 58, 0, 12, 21, 2, 23, 1, 1, 8.8, 0, 0, 264.05, 0, 0, 0, 0
545, 48, 35, 0, 5, 63, 4, 12, 0, 2, 13.4, 0, 0, 560.55, 0, 0, 0, 1
546, 48, 31, 1, 12, 52, 4, 3, 0, 3, 8.15, 26.5, 55.55, 364.8, 1323.5, 2725.3, 1, 0
547, 49, 57, 0, 3, 189, 1, 31, 1, 3, 11, 0, 0, 476.15, 0, 0, 0, 0
548, 54, 32, 1, 0, 50, 1, 15, 0, 3, 18.15, 46.25, 0, 958.7, 2530.9, 0, 0, 1
549, 45, 32, 1, 9, 23, 1, 15, 0, 4, 9.85, 0, 0, 469.1, 0, 0, 0, 0
550, 4, 37, 1, 1, 33, 2, 15, 1, 5, 2.45, 0, 0, 19.25, 0, 0, 1, 1
551, 49, 27, 1, 3, 29, 3, 6, 1, 3, 10.4, 0, 0, 476.45, 0, 0, 1, 1
552, 23, 35, 0, 2, 96, 3, 4, 0, 1, 6.4, 0, 46.2, 160.3, 0, 979.25, 1, 1
553, 31, 44, 0, 23, 80, 5, 15, 0, 1, 14.05, 9.25, 0, 465.2, 306.05, 0, 1, 1
554, 55, 44, 1, 2, 68, 2, 15, 0, 5, 6.6, 43.5, 0, 350.85, 2423.3, 0, 0, 0
555, 9, 28, 0, 7, 30, 1, 4, 1, 6, 4.2, 0, 0, 47.45, 0, 0, 0, 0
556, 55, 57, 1, 25, 34, 2, 12, 0, 3, 14.6, 0, 0, 785.4, 0, 0, 0, 0
557, 34, 30, 0, 3, 35, 2, 2, 1, 3, 9.05, 21.5, 0, 333, 695.95, 0, 1, 0
558, 10, 23, 0, 4, 36, 2, 1, 0, 3, 8.55, 14.75, 0, 86.05, 142.05, 0, 0, 0
559, 62, 76, 0, 20, 35, 3, 18, 1, 1, 17.25, 0, 0, 1045.7, 0, 0, 1, 0
560, 51, 36, 0, 13, 62, 3, 9, 0, 2, 5.65, 36.25, 40.4, 305.75, 1872.75, 2005.45, 0, 0
561, 65, 48, 0, 28, 94, 1, 25, 0, 1, 10.4, 0, 0, 664.65, 0, 0, 0, 0
562, 53, 33, 0, 1, 60, 1, 6, 0, 2, 17.65, 28.5, 28.55, 950.7, 1502.2, 1524.6, 0, 0
563, 23, 35, 0, 4, 118, 2, 11, 0, 1, 7.9, 0, 0, 196.95, 0, 0, 1, 1
564, 1, 30, 0, 3, 135, 4, 3, 0, 3, 1.1, 5.75, 0, 1.1, 5.75, 0, 1, 1
565, 66, 55, 0, 20, 80, 2, 24, 1, 1, 14, 30.75, 0, 938.35, 2128.2, 0, 0, 0
566, 8, 27, 1, 0, 21, 3, 3, 1, 2, 3.65, 0, 0, 38.05, 0, 0, 1, 0
567, 18, 28, 1, 3, 22, 1, 2, 1, 5, 3.15, 173, 0, 55.55, 0, 0, 0, 0
568, 36, 32, 1, 3, 63, 4, 7, 0, 4, 6.2, 0, 0, 229.5, 0, 0, 0, 0
569, 13, 40, 0, 16, 142, 2, 18, 1, 1, 8.45, 0, 0, 109.85, 0, 0, 0, 1
570, 4, 44, 0, 15, 32, 3, 0, 1, 1, 2.1, 13.75, 0, 6.9, 44.95, 0, 0, 1
571, 20, 32, 0, 10, 19, 3, 5, 0, 1, 6.85, 0, 0, 106.5, 0, 0, 1, 0
572, 66, 39, 1, 12, 60, 4, 10, 0, 3, 20.15, 39.25, 36.4, 1443.75, 2490.65, 2322.2, 1, 0
573, 67, 47, 1, 7, 97, 1, 23, 0, 4, 22.4, 0, 0, 1464.9, 0, 0, 0, 0
574, 11, 24, 1, 0, 31, 2, 3, 1, 4, 5.4, 16, 33.55, 83.15, 189.45, 331.65, 1, 1
575, 6, 26, 0, 7, 30, 3, 1, 1, 2, 6.35, 0, 0, 30.8, 0, 0, 0, 1
576, 13, 23, 1, 4, 31, 1, 5, 1, 4, 4.6, 0, 27.7, 54.85, 0, 339.75, 1, 0
577, 2, 29, 1, 3, 44, 2, 9, 1, 6, 2.1, 16.25, 33.6, 5.1, 31.3, 24.2, 1, 1
578, 4, 40, 0, 12, 38, 2, 5, 0, 1, 8.15, 0, 0, 32.25, 0, 0, 0, 0
579, 34, 63, 1, 10, 23, 2, 0, 1, 2, 14.3, 19.5, 28.95, 459.05, 616.5, 984.1, 1, 0
580, 13, 34, 1, 6, 37, 3, 6, 0, 4, 6.85, 0, 0, 102.5, 0, 0, 0, 0
581, 37, 40, 1, 14, 26, 2, 0, 0, 5, 18.9, 0, 0, 653.15, 0, 0, 1, 0
582, 45, 30, 1, 8, 38, 2, 5, 0, 6, 12.75, 0, 0, 622.15, 0, 0, 0, 0
583, 71, 70, 0, 30, 153, 3, 34, 1, 1, 30.55, 46.25, 46.7, 2291.1, 3114.95, 3292.65, 0, 0
584, 35, 40, 0, 5, 49, 1, 20, 1, 1, 3.4, 0, 0, 107.85, 0, 0, 0, 0
585, 44, 41, 0, 21, 51, 3, 7, 0, 1, 4.95, 0, 0, 203.65, 0, 0, 1, 0
586, 44, 45, 1, 19, 88, 1, 21, 0, 2, 11.9, 25.25, 0, 524.25, 1108.4, 0, 0, 0
587, 26, 41, 1, 20, 19, 1, 0, 1, 6, 5.45, 0, 0, 165.4, 0, 0, 0, 0
588, 42, 46, 1, 9, 31, 1, 12, 1, 3, 5.9, 0, 0, 277.65, 0, 0, 0, 0
589, 41, 47, 1, 6, 90, 2, 19, 0, 3, 6.7, 0, 0, 251.35, 0, 0, 0, 1
590, 31, 24, 1, 3, 14, 1, 0, 0, 4, 7.2, 0, 0, 231.75, 0, 0, 0, 0
591, 62, 63, 0, 43, 341, 2, 30, 0, 1, 14.6, 0, 0, 912.4, 0, 0, 0, 1
592, 12, 23, 1, 2, 24, 4, 0, 1, 8, 3.2, 41, 35.4, 35.5, 502, 373, 0, 0
593, 45, 49, 1, 27, 81, 2, 7, 1, 4, 13.85, 50.5, 0, 583.1, 2284.25, 0, 0, 0
594, 47, 34, 1, 4, 63, 2, 13, 1, 4, 18.95, 0, 0, 880.75, 0, 0, 0, 0
595, 23, 22, 1, 1, 27, 1, 4, 0, 5, 7.9, 23, 0, 210.85, 515.8, 0, 0, 0
596, 39, 34, 0, 4, 20, 5, 3, 1, 1, 9.55, 21.25, 79.2, 375.4, 872.5, 2973, 1, 0
597, 19, 26, 0, 2, 48, 3, 0, 0, 2, 7.55, 0, 0, 156.15, 0, 0, 0, 0
598, 13, 54, 0, 12, 121, 4, 23, 0, 1, 7.3, 0, 0, 102.4, 0, 0, 0, 0
599, 5, 33, 0, 6, 39, 3, 4, 0, 3, 2.1, 19.5, 0, 5.2, 81.15, 0, 1, 1
600, 11, 19, 0, 0, 21, 2, 0, 0, 1, 3.6, 0, 0, 35.4, 0, 0, 1, 1
601, 4, 32, 0, 2, 53, 4, 5, 0, 1, 7, 11, 0, 29.2, 56.45, 0, 1, 1
602, 17, 42, 0, 8, 58, 1, 23, 0, 1, 5.05, 0, 0, 85.05, 0, 0, 0, 1
603, 7, 27, 0, 3, 39, 3, 2, 0, 1, 3.55, 0, 0, 19.7, 0, 0, 0, 1
604, 19, 65, 0, 3, 108, 1, 33, 0, 3, 5.95, 21.5, 0, 117.55, 423.6, 0, 0, 0
605, 32, 34, 1, 0, 38, 1, 10, 0, 4, 7.35, 0, 0, 217.45, 0, 0, 1, 0
606, 53, 51, 0, 31, 245, 4, 0, 0, 1, 18.45, 28.25, 0, 961.75, 1535.25, 0, 0, 0
607, 51, 38, 0, 19, 51, 1, 18, 1, 1, 11.7, 26, 0, 577.1, 1267.2, 0, 0, 0
608, 35, 34, 0, 7, 78, 4, 10, 1, 1, 13.9, 0, 0, 556.2, 0, 0, 0, 0
609, 3, 31, 1, 4, 23, 4, 4, 0, 5, 2.8, 16.5, 21.7, 8.2, 74.45, 47.9, 1, 1
610, 22, 48, 0, 7, 88, 4, 12, 0, 1, 4.5, 0, 0, 92.65, 0, 0, 0, 1
611, 17, 21, 1, 0, 25, 2, 1, 1, 3, 6.1, 0, 0, 89.6, 0, 0, 1, 0
612, 68, 39, 0, 20, 73, 2, 16, 1, 1, 44.95, 15.75, 0, 3002.2, 1089.05, 0, 0, 0
613, 27, 41, 1, 7, 62, 4, 15, 1, 2, 13.7, 16.25, 0, 371.35, 450, 0, 0, 0
614, 68, 52, 1, 8, 456, 3, 30, 1, 4, 22.25, 27.5, 29.75, 1549.95, 1782.1, 2096.55, 0, 0
615, 56, 42, 1, 10, 24, 2, 5, 0, 2, 33.65, 0, 0, 1871.2, 0, 0, 0, 0
616, 11, 32, 0, 8, 23, 2, 0, 1, 1, 6.2, 0, 0, 82.6, 0, 0, 1, 0
617, 5, 47, 0, 7, 46, 1, 6, 1, 1, 2.95, 0, 0, 21.55, 0, 0, 0, 1
618, 16, 50, 0, 5, 263, 2, 29, 1, 3, 3.75, 17, 21.9, 59.75, 253.35, 309.05, 1, 0
619, 59, 30, 0, 2, 34, 4, 2, 1, 1, 16.7, 0, 0, 1020.35, 0, 0, 0, 0
620, 60, 64, 0, 14, 33, 2, 13, 0, 1, 30.75, 22.25, 47.4, 1829.4, 1391, 2962.1, 1, 0
621, 55, 47, 0, 11, 37, 1, 11, 0, 1, 14.75, 20.25, 0, 786.2, 1170.75, 0, 0, 0
622, 18, 56, 0, 22, 296, 2, 25, 0, 1, 3.4, 0, 0, 49.7, 0, 0, 0, 0
623, 16, 22, 0, 0, 26, 3, 0, 1, 3, 4.1, 0, 0, 64.95, 0, 0, 1, 1
624, 35, 57, 1, 32, 47, 4, 12, 0, 2, 7.25, 0, 0, 263.55, 0, 0, 0, 0
625, 31, 23, 1, 1, 31, 3, 1, 1, 2, 16.6, 19, 51.35, 520.4, 537.4, 1533.9, 1, 1
626, 20, 49, 1, 5, 264, 2, 29, 1, 2, 9.6, 0, 0, 159.2, 0, 0, 0, 0
627, 16, 27, 0, 5, 41, 4, 2, 1, 1, 6.9, 15.75, 30.95, 100.9, 278.5, 450.45, 1, 1
628, 69, 48, 1, 27, 55, 2, 4, 0, 2, 19.6, 35.75, 0, 1411.7, 2396.7, 0, 0, 0
629, 69, 66, 1, 31, 49, 2, 15, 0, 2, 23.1, 29.25, 0, 1566.8, 2063.45, 0, 0, 0
630, 27, 24, 1, 3, 26, 1, 7, 1, 4, 6.05, 0, 0, 137.7, 0, 0, 0, 1
631, 48, 39, 0, 20, 110, 4, 9, 0, 1, 18.05, 30.25, 30.4, 812.65, 1472.7, 1503.95, 0, 0
632, 18, 52, 1, 20, 66, 1, 19, 1, 2, 12.8, 27.75, 0, 204.95, 520.6, 0, 0, 0
633, 24, 40, 1, 4, 39, 3, 5, 1, 2, 4.05, 25.75, 22.5, 117.05, 628.05, 529.1, 0, 0
634, 17, 42, 0, 6, 31, 2, 2, 0, 1, 8.25, 24.5, 26.4, 140.85, 404.8, 447.95, 1, 1
635, 9, 24, 1, 3, 26, 4, 1, 1, 3, 7.65, 0, 0, 75.25, 0, 0, 0, 0
636, 15, 46, 0, 5, 232, 4, 15, 1, 2, 4.3, 23, 31.3, 41.35, 357.5, 474.5, 1, 1
637, 62, 37, 1, 10, 43, 4, 1, 1, 3, 9.2, 0, 0, 539.65, 0, 0, 0, 0
638, 9, 41, 0, 12, 39, 4, 3, 0, 1, 4.7, 0, 20.8, 26.3, 0, 135.95, 1, 1
639, 71, 41, 1, 10, 73, 2, 23, 1, 2, 32.65, 0, 0, 2412.6, 0, 0, 0, 0
640, 62, 59, 1, 37, 74, 1, 20, 0, 2, 16.1, 36, 0, 972, 2245.35, 0, 0, 0
641, 20, 38, 0, 19, 237, 4, 13, 0, 1, 6, 21.25, 26.9, 164.2, 473.4, 491.1, 0, 0
642, 19, 33, 1, 11, 22, 1, 3, 0, 5, 3.95, 0, 0, 79.6, 0, 0, 0, 0
643, 49, 61, 1, 28, 21, 1, 8, 0, 2, 15.85, 24.75, 0, 757.4, 1228.85, 0, 0, 0
644, 3, 64, 0, 3, 9, 2, 6, 0, 1, 4.95, 0, 0, 14.8, 0, 0, 0, 1
645, 33, 36, 0, 2, 41, 5, 10, 0, 1, 4.15, 0, 27.05, 93.25, 0, 841.95, 1, 1
646, 38, 44, 0, 1, 50, 4, 7, 1, 1, 7.15, 0, 0, 277.5, 0, 0, 1, 1
647, 42, 48, 1, 14, 27, 3, 5, 1, 3, 16.5, 36, 28.4, 692.2, 1540.15, 1199.95, 1, 0
648, 11, 26, 0, 2, 53, 3, 3, 0, 1, 4.15, 21.5, 38.8, 34.7, 188.35, 415.8, 1, 1
649, 27, 28, 1, 0, 58, 3, 0, 0, 2, 5.8, 22.5, 0, 163.65, 566.15, 0, 0, 0
650, 23, 50, 0, 1, 151, 4, 8, 1, 1, 8.25, 21.75, 0, 186.5, 438.4, 0, 0, 0
651, 4, 38, 1, 13, 54, 2, 4, 0, 2, 4.75, 26.25, 24.45, 21.75, 115, 50.45, 0, 0
652, 36, 42, 0, 5, 31, 1, 4, 1, 1, 10.05, 0, 0, 373.75, 0, 0, 0, 1
653, 37, 42, 0, 10, 115, 1, 22, 1, 1, 15.1, 0, 0, 494.45, 0, 0, 0, 0
654, 24, 58, 1, 30, 24, 1, 5, 0, 2, 7.65, 16, 0, 177.4, 420.65, 0, 0, 0
655, 4, 24, 0, 1, 17, 2, 2, 0, 3, 3.2, 0, 0, 9.9, 0, 0, 0, 1
656, 54, 33, 0, 5, 47, 2, 13, 1, 2, 13.9, 32, 0, 732.2, 1671.9, 0, 0, 0
657, 7, 49, 0, 8, 36, 1, 0, 1, 1, 8.85, 19.5, 0, 77, 123.3, 0, 0, 1
658, 10, 28, 0, 9, 75, 4, 1, 0, 1, 6.2, 27.5, 36.3, 45.95, 225.85, 290.65, 1, 1
659, 24, 35, 1, 10, 41, 5, 6, 1, 2, 3.3, 0, 0, 88.65, 0, 0, 1, 0
660, 12, 31, 0, 8, 18, 4, 4, 0, 1, 3.7, 0, 0, 48.55, 0, 0, 1, 1
661, 45, 54, 0, 25, 171, 3, 33, 1, 1, 9.05, 18.5, 0, 385.2, 845.65, 0, 0, 0
662, 59, 55, 1, 29, 42, 3, 21, 1, 2, 8.95, 0, 0, 492.35, 0, 0, 0, 0
663, 3, 21, 1, 1, 36, 3, 0, 1, 4, 3.2, 0, 0, 13.55, 0, 0, 0, 0
664, 8, 35, 0, 6, 31, 5, 7, 0, 1, 4.4, 17.25, 42.05, 34.65, 155.15, 288.25, 1, 1
665, 16, 59, 0, 5, 207, 2, 37, 1, 2, 7.45, 15.5, 0, 112.8, 280.85, 0, 1, 0
666, 32, 33, 0, 1, 38, 1, 12, 1, 1, 7.3, 0, 0, 231.45, 0, 0, 0, 0
667, 8, 49, 0, 14, 134, 4, 9, 1, 1, 3, 30.5, 60.3, 36.2, 226.3, 444.65, 1, 1
668, 9, 28, 1, 8, 28, 3, 4, 0, 3, 4.5, 0, 0, 36.45, 0, 0, 1, 1
669, 12, 19, 1, 0, 15, 2, 0, 1, 4, 5.85, 0, 0, 102.45, 0, 0, 0, 0
670, 24, 43, 1, 15, 48, 4, 4, 0, 6, 14.4, 25.75, 36.95, 339.55, 591.2, 901.6, 1, 0
671, 72, 75, 0, 48, 14, 2, 6, 1, 1, 37.3, 0, 0, 2686.25, 0, 0, 0, 0
672, 58, 61, 0, 42, 101, 4, 18, 1, 1, 16.35, 0, 0, 956.85, 0, 0, 0, 0
673, 70, 44, 1, 24, 87, 2, 18, 0, 3, 18.9, 47.5, 0, 1399.3, 3310.4, 0, 0, 0
674, 9, 25, 0, 3, 27, 1, 4, 1, 1, 12.2, 0, 0, 121.75, 0, 0, 0, 1
675, 49, 25, 0, 1, 27, 5, 0, 1, 1, 9.9, 0, 26.9, 496.95, 0, 1252.85, 1, 0
676, 52, 54, 0, 7, 59, 3, 22, 0, 1, 15.25, 32.5, 39.3, 800.25, 1644.05, 1991.75, 0, 0
677, 10, 42, 1, 10, 294, 4, 9, 1, 6, 4.85, 27.5, 36.85, 32.75, 285.35, 330.55, 1, 1
678, 14, 52, 1, 2, 44, 3, 5, 0, 2, 4.85, 0, 14.9, 68.95, 0, 212.25, 0, 0
679, 19, 27, 1, 3, 35, 2, 4, 0, 6, 5.4, 20.5, 0, 116.2, 398.15, 0, 0, 0
680, 12, 36, 1, 4, 205, 4, 10, 1, 4, 5.95, 0, 32, 53.75, 0, 397.3, 1, 1
681, 65, 59, 0, 27, 732, 3, 31, 1, 1, 10.15, 0, 0, 600.5, 0, 0, 1, 0
682, 67, 40, 1, 14, 59, 3, 11, 0, 2, 27, 30, 0, 1722.5, 1959.95, 0, 0, 0
683, 29, 24, 1, 3, 23, 1, 7, 0, 2, 10.2, 32.25, 0, 319.65, 885.15, 0, 0, 0
684, 55, 46, 0, 8, 87, 2, 19, 1, 1, 17.9, 0, 0, 982.9, 0, 0, 1, 0
685, 71, 67, 1, 25, 110, 1, 23, 1, 2, 33.85, 21.75, 0, 2255.65, 1487.7, 0, 0, 0
686, 5, 44, 1, 2, 83, 3, 14, 1, 3, 4, 26.25, 21.95, 32, 131.95, 80.35, 0, 1
687, 60, 58, 0, 0, 63, 4, 21, 1, 3, 16.35, 28, 0, 1012.55, 1581.7, 0, 1, 0
688, 10, 40, 0, 6, 22, 3, 6, 1, 1, 5.05, 0, 0, 59.95, 0, 0, 0, 1
689, 52, 64, 0, 44, 43, 3, 7, 0, 1, 12.85, 28.5, 37.15, 647.95, 1542.25, 1846.5, 0, 0
690, 61, 43, 1, 22, 35, 2, 11, 0, 3, 21.05, 15.5, 0, 1264, 933.8, 0, 1, 0
691, 61, 29, 1, 5, 48, 2, 11, 0, 4, 17.55, 0, 0, 1035.95, 0, 0, 0, 0
692, 67, 47, 1, 19, 69, 3, 12, 0, 3, 49.35, 27, 0, 3235.55, 1838.2, 0, 0, 0
693, 41, 42, 1, 12, 26, 4, 5, 0, 4, 10.95, 0, 0, 482.4, 0, 0, 0, 0
694, 30, 28, 0, 1, 20, 1, 8, 1, 1, 12.4, 0, 0, 369.45, 0, 0, 0, 1
