ID, Age, Experience, Income, Family, CCAvg, Mortgage, Response
3892, 65, 40, 63, 3, 0.5, 0, No
3891, 42, 17, 139, 2, 2.9, 0, Yes
3890, 26, 0, 19, 1, 0.1, 121, No
3889, 45, 18, 81, 3, 2.7, 251, No
3888, 24, -2, 118, 2, 7.2, 0, No
3887, 67, 43, 79, 4, 1.7, 215, No
3886, 32, 2, 69, 4, 4.0, 102, No
3885, 27, 1, 112, 4, 2.3, 402, No
3884, 40, 16, 98, 2, 1.8, 98, No
3883, 31, 7, 43, 1, 2.1, 166, No
3882, 46, 20, 55, 1, 1.5, 0, No
3881, 48, 24, 25, 4, 0.5, 0, No
3880, 28, 4, 101, 3, 2.5, 270, No
3879, 35, 11, 81, 2, 0.0, 0, No
3878, 29, 4, 41, 1, 1.0, 0, No
3877, 35, 11, 40, 1, 2.4, 0, No
3876, 26, 2, 119, 2, 0.6, 381, No
3875, 36, 12, 92, 2, 0.0, 184, No
3874, 54, 30, 54, 1, 1.6, 185, No
3873, 53, 29, 63, 2, 1.0, 0, No
3872, 40, 16, 125, 2, 1.9, 0, No
3871, 25, 0, 25, 2, 0.9, 0, No
3870, 43, 16, 78, 3, 2.7, 161, No
3869, 41, 16, 44, 1, 0.3, 0, No
3868, 44, 19, 61, 3, 2.7, 0, No
3867, 51, 25, 40, 4, 1.8, 0, No
3866, 56, 30, 64, 3, 2.5, 0, No
3865, 62, 32, 142, 2, 2.8, 0, Yes
3864, 34, 10, 21, 4, 0.7, 0, No
3863, 60, 34, 64, 3, 2.5, 0, No
3862, 65, 40, 29, 1, 1.5, 0, No
3861, 31, 6, 64, 2, 0.1, 0, No
3860, 50, 24, 62, 1, 1.4, 0, No
3859, 42, 18, 158, 2, 0.4, 277, Yes
3858, 63, 39, 39, 1, 1.9, 0, No
3857, 56, 30, 81, 4, 2.6, 0, No
3856, 42, 18, 143, 1, 1.7, 0, No
3855, 31, 6, 83, 4, 1.8, 0, No
3854, 45, 21, 83, 4, 2.0, 0, No
3853, 33, 7, 15, 1, 0.4, 82, No
3852, 46, 21, 99, 2, 3.8, 194, No
3851, 48, 23, 15, 4, 0.8, 0, No
3850, 42, 18, 34, 1, 2.0, 0, No
3849, 57, 32, 84, 4, 1.3, 0, No
3848, 43, 18, 94, 4, 1.1, 0, No
3847, 31, 5, 43, 1, 1.5, 0, No
3846, 26, 1, 54, 4, 0.6, 230, No
3845, 51, 27, 75, 1, 2.7, 0, No
3844, 32, 7, 129, 4, 5.2, 0, Yes
3843, 61, 35, 91, 2, 2.0, 0, No
3842, 30, 4, 81, 2, 0.2, 0, No
3841, 56, 31, 35, 3, 0.1, 114, No
3840, 31, 5, 42, 2, 2.0, 0, No
3839, 37, 11, 71, 2, 1.8, 127, No
3838, 44, 19, 40, 4, 0.0, 0, No
3837, 45, 19, 31, 3, 0.5, 0, No
3836, 33, 9, 131, 3, 2.2, 0, Yes
3835, 48, 22, 28, 1, 1.4, 75, No
3834, 33, 9, 83, 1, 0.1, 0, No
3833, 62, 38, 158, 2, 2.1, 0, No
3832, 37, 12, 132, 2, 3.9, 0, No
3831, 34, 8, 34, 2, 2.0, 0, No
3830, 65, 39, 44, 1, 0.5, 0, No
3829, 31, 6, 44, 4, 0.8, 122, No
3828, 39, 14, 128, 2, 3.9, 196, No
3827, 43, 19, 132, 1, 5.0, 0, No
3826, 30, 6, 69, 4, 3.4, 188, No
3825, 23, -1, 12, 4, 1.0, 0, No
3824, 49, 25, 44, 4, 0.9, 194, No
3823, 63, 33, 178, 4, 9.0, 0, Yes
3822, 35, 9, 188, 2, 3.7, 259, Yes
3821, 32, 7, 61, 3, 2.3, 205, No
3820, 57, 27, 50, 4, 2.0, 0, No
3819, 26, 0, 102, 4, 2.3, 0, No
3818, 65, 40, 140, 1, 0.9, 0, No
3817, 55, 30, 70, 3, 2.0, 0, No
3816, 43, 19, 28, 4, 0.3, 96, No
3815, 34, 9, 35, 3, 1.3, 0, No
3814, 62, 37, 19, 3, 1.3, 97, No
3813, 39, 13, 52, 1, 2.0, 0, No
3812, 47, 23, 28, 4, 0.6, 0, No
3811, 48, 24, 12, 4, 1.0, 89, No
3810, 26, 2, 62, 4, 1.6, 0, No
3809, 34, 10, 152, 2, 6.5, 0, No
3808, 36, 11, 164, 2, 7.8, 0, No
3807, 34, 8, 41, 4, 0.8, 0, No
3806, 29, 5, 84, 3, 0.8, 0, No
3805, 47, 22, 203, 2, 8.8, 0, No
3804, 42, 18, 83, 4, 2.0, 0, No
3803, 31, 7, 10, 4, 0.7, 0, No
3802, 34, 8, 20, 2, 0.3, 106, No
3801, 64, 38, 35, 1, 0.5, 0, No
3800, 37, 11, 44, 4, 0.2, 0, No
3799, 55, 25, 35, 3, 1.0, 144, No
3798, 61, 35, 31, 2, 0.3, 0, No
3797, 24, -2, 50, 3, 2.4, 0, No
3796, 51, 25, 39, 1, 1.2, 98, No
3795, 52, 27, 39, 4, 0.2, 0, No
3794, 54, 28, 140, 1, 2.9, 0, No
3793, 62, 36, 109, 4, 1.7, 0, No
3792, 41, 17, 80, 1, 0.3, 0, No
3791, 46, 22, 71, 2, 1.7, 0, No
3790, 51, 27, 24, 3, 0.4, 0, No
3789, 32, 7, 82, 2, 2.5, 221, No
3788, 37, 12, 28, 4, 1.7, 0, No
3787, 54, 28, 90, 1, 0.3, 0, No
3786, 54, 28, 83, 1, 2.4, 0, No
3785, 30, 6, 115, 4, 3.8, 0, Yes
3784, 60, 34, 51, 3, 1.4, 0, No
3783, 30, 5, 80, 4, 2.2, 0, No
3782, 65, 40, 118, 1, 1.3, 333, No
3781, 49, 25, 109, 2, 6.8, 0, No
3780, 53, 27, 64, 4, 2.6, 0, No
3779, 66, 41, 14, 4, 0.6, 0, No
3778, 62, 37, 98, 1, 0.9, 151, No
3777, 27, 3, 135, 3, 2.7, 449, Yes
3776, 32, 6, 31, 2, 2.0, 0, No
3775, 51, 26, 52, 4, 1.8, 0, No
3774, 62, 36, 83, 4, 2.4, 0, No
3773, 35, 10, 152, 2, 3.0, 0, No
3772, 31, 7, 109, 2, 2.0, 341, No
3771, 40, 16, 75, 3, 2.3, 79, No
3770, 29, 4, 134, 2, 3.3, 204, No
3769, 42, 16, 62, 1, 0.7, 170, No
3768, 40, 16, 83, 4, 2.7, 0, No
3767, 59, 35, 108, 4, 3.8, 304, Yes
3766, 26, 0, 54, 3, 0.3, 0, No
3765, 63, 37, 15, 2, 0.4, 0, No
3764, 62, 36, 81, 3, 4.4, 0, No
3763, 53, 27, 84, 2, 1.1, 0, No
3762, 49, 24, 25, 2, 0.7, 0, No
3761, 56, 26, 70, 3, 1.4, 273, No
3760, 31, 4, 29, 4, 1.5, 121, No
3759, 47, 23, 199, 2, 6.7, 0, No
3758, 45, 21, 142, 1, 1.4, 0, Yes
3757, 35, 11, 83, 2, 2.2, 0, No
3756, 55, 25, 42, 3, 1.0, 0, No
3755, 63, 37, 112, 4, 2.4, 0, No
3754, 30, 4, 34, 2, 0.3, 0, No
3753, 55, 30, 82, 4, 1.3, 219, No
3752, 26, 2, 12, 4, 1.0, 0, No
3751, 57, 32, 52, 3, 0.5, 0, No
3750, 43, 19, 70, 3, 2.3, 0, No
3749, 33, 7, 100, 1, 2.7, 126, No
3748, 26, 0, 83, 3, 3.9, 0, Yes
3747, 63, 39, 49, 4, 1.2, 109, No
3746, 27, 3, 119, 1, 5.4, 118, No
3745, 54, 29, 79, 3, 1.6, 0, No
3744, 40, 14, 78, 4, 1.4, 194, No
3743, 32, 8, 181, 1, 6.0, 0, No
3742, 53, 29, 51, 2, 3.2, 0, No
3741, 59, 35, 174, 1, 4.7, 0, No
3740, 39, 14, 80, 2, 0.4, 0, No
3739, 54, 28, 45, 3, 1.4, 0, No
3738, 44, 19, 30, 1, 0.5, 0, No
3737, 54, 30, 78, 3, 1.8, 0, No
3736, 40, 14, 78, 1, 5.2, 0, No
3735, 43, 19, 72, 4, 0.2, 0, No
3734, 58, 32, 72, 3, 0.3, 0, No
3733, 26, 1, 18, 2, 0.9, 95, No
3732, 34, 8, 10, 1, 0.4, 0, No
3731, 30, 6, 112, 3, 2.5, 0, No
3730, 43, 17, 82, 3, 0.1, 0, No
3729, 28, 3, 118, 3, 2.4, 161, Yes
3728, 56, 30, 31, 2, 0.3, 109, No
3727, 39, 13, 43, 3, 0.5, 0, No
3726, 33, 6, 78, 4, 2.0, 0, No
3725, 44, 20, 39, 2, 2.1, 119, No
3724, 51, 27, 45, 1, 1.6, 82, No
3723, 42, 17, 60, 1, 2.4, 98, No
3722, 32, 6, 13, 4, 0.3, 0, No
3721, 63, 39, 131, 3, 2.6, 229, Yes
3720, 33, 8, 53, 3, 2.3, 76, No
3719, 45, 19, 8, 2, 0.1, 0, No
3718, 61, 37, 73, 3, 2.0, 285, No
3717, 55, 29, 65, 3, 2.5, 0, No
3716, 29, 5, 124, 2, 0.2, 0, No
3715, 49, 23, 65, 2, 0.4, 232, No
3714, 46, 20, 74, 3, 0.7, 0, No
3713, 50, 25, 112, 1, 0.6, 0, No
3712, 27, 1, 20, 4, 0.4, 99, No
3711, 49, 22, 23, 2, 1.0, 0, No
3710, 37, 11, 43, 4, 1.2, 0, No
3709, 31, 1, 74, 4, 4.0, 0, No
3708, 43, 18, 35, 1, 0.6, 0, No
3707, 58, 33, 51, 2, 1.6, 123, No
3706, 30, 4, 30, 3, 1.0, 0, No
3705, 36, 11, 184, 2, 5.1, 0, Yes
3704, 67, 41, 78, 4, 2.4, 0, No
3703, 50, 25, 160, 4, 4.3, 410, Yes
3702, 58, 33, 95, 1, 2.6, 0, No
3701, 48, 22, 128, 1, 5.7, 0, No
3700, 46, 22, 83, 4, 1.4, 0, No
3699, 38, 12, 59, 3, 0.5, 0, No
3698, 39, 13, 59, 3, 0.5, 0, No
3697, 31, 5, 78, 2, 0.2, 0, No
3696, 61, 35, 60, 1, 2.8, 0, No
3695, 38, 8, 21, 1, 0.7, 0, No
3694, 52, 27, 28, 3, 1.7, 0, No
3693, 57, 33, 64, 4, 2.2, 0, No
3692, 37, 13, 58, 2, 0.6, 0, No
3691, 63, 39, 41, 2, 1.1, 0, No
3690, 36, 12, 64, 3, 2.8, 205, No
3689, 51, 26, 179, 1, 8.1, 0, No
3688, 34, 10, 45, 1, 1.3, 0, No
3687, 60, 35, 122, 1, 1.3, 0, No
3686, 53, 27, 93, 1, 0.8, 313, No
3685, 57, 31, 51, 4, 1.7, 103, No
3684, 53, 27, 62, 3, 3.0, 0, No
3683, 43, 17, 45, 2, 0.7, 0, No
3682, 33, 9, 139, 1, 4.3, 0, No
3681, 36, 11, 32, 3, 1.3, 0, No
3680, 49, 23, 134, 2, 6.3, 0, No
3679, 49, 25, 30, 4, 0.6, 0, No
3678, 59, 33, 43, 2, 0.3, 0, No
3677, 62, 37, 22, 1, 1.5, 111, No
3676, 60, 34, 110, 2, 2.0, 0, No
3675, 42, 16, 38, 1, 0.2, 0, No
3674, 34, 9, 65, 4, 1.3, 0, No
3673, 38, 13, 65, 3, 0.5, 0, No
3672, 50, 25, 18, 1, 0.4, 0, No
3671, 38, 14, 29, 4, 0.4, 0, No
3670, 40, 15, 22, 2, 1.4, 0, No
3669, 38, 13, 129, 4, 0.3, 75, Yes
3668, 27, 3, 59, 4, 1.6, 0, No
3667, 60, 35, 51, 2, 2.8, 0, No
3666, 43, 19, 70, 3, 2.3, 0, No
3665, 48, 24, 43, 3, 1.9, 0, No
3664, 26, 2, 60, 4, 1.6, 0, No
3663, 35, 9, 164, 2, 0.0, 500, No
3662, 29, 4, 120, 1, 4.1, 0, Yes
3661, 38, 12, 59, 2, 2.4, 0, No
3660, 33, 7, 22, 1, 0.4, 0, No
3659, 60, 35, 24, 1, 0.1, 0, No
3658, 52, 26, 104, 2, 2.4, 0, No
3657, 35, 8, 30, 4, 1.0, 0, No
3656, 48, 22, 125, 1, 2.4, 0, No
3655, 53, 28, 61, 4, 0.9, 177, No
3654, 52, 27, 32, 2, 2.0, 0, No
3653, 35, 9, 69, 4, 2.2, 0, No
3652, 49, 23, 140, 1, 1.9, 0, Yes
3651, 47, 21, 93, 2, 0.8, 107, No
3650, 53, 29, 85, 3, 1.8, 0, No
3649, 43, 13, 38, 3, 2.0, 0, No
3648, 41, 14, 32, 3, 1.0, 0, No
3647, 34, 9, 141, 3, 6.9, 260, Yes
3646, 42, 17, 79, 1, 3.7, 0, No
3645, 59, 33, 41, 4, 2.5, 174, No
3644, 57, 32, 80, 3, 1.6, 144, No
3643, 55, 29, 21, 4, 0.7, 0, No
3642, 59, 35, 74, 4, 2.3, 0, No
3641, 64, 34, 53, 4, 1.7, 0, No
3640, 51, 26, 191, 1, 8.1, 0, No
3639, 47, 22, 38, 4, 1.9, 0, No
3638, 39, 14, 104, 3, 1.0, 242, No
3637, 37, 11, 64, 3, 0.9, 0, No
3636, 58, 33, 24, 2, 0.5, 0, No
3635, 59, 35, 73, 4, 2.3, 0, No
3634, 51, 25, 93, 1, 0.3, 0, No
3633, 46, 20, 111, 2, 6.3, 0, No
3632, 46, 21, 51, 4, 1.9, 0, No
3631, 41, 16, 79, 1, 4.0, 225, No
3630, 50, 26, 82, 1, 0.0, 0, No
3629, 42, 18, 131, 1, 3.4, 0, No
3628, 27, 1, 83, 2, 0.2, 0, No
3627, 24, -3, 28, 4, 1.0, 0, No
3626, 47, 21, 71, 4, 2.9, 0, No
3625, 58, 28, 70, 1, 1.4, 0, No
3624, 28, 3, 45, 4, 1.7, 95, No
3623, 54, 29, 60, 4, 3.8, 0, No
3622, 53, 27, 81, 3, 1.7, 193, No
3621, 53, 29, 132, 2, 0.3, 403, No
3620, 45, 20, 42, 1, 0.3, 0, No
3619, 35, 8, 48, 2, 1.0, 0, No
3618, 37, 11, 30, 2, 0.3, 146, No
3617, 41, 15, 69, 1, 1.5, 78, No
3616, 58, 34, 149, 2, 6.0, 0, No
3615, 34, 10, 154, 3, 5.4, 0, Yes
3614, 35, 11, 148, 1, 5.8, 0, Yes
3613, 50, 25, 99, 1, 4.6, 368, Yes
3612, 64, 39, 145, 1, 0.9, 0, No
3611, 32, 6, 93, 3, 1.6, 79, No
3610, 29, 5, 162, 1, 4.3, 0, No
3609, 59, 35, 202, 1, 4.7, 553, No
3608, 41, 15, 62, 3, 0.9, 0, No
3607, 43, 18, 9, 2, 0.0, 96, No
3606, 61, 31, 130, 2, 2.6, 0, Yes
3605, 63, 38, 59, 3, 0.5, 0, No
3604, 51, 25, 45, 4, 0.1, 0, No
3603, 47, 21, 42, 4, 0.1, 0, No
3602, 37, 13, 75, 3, 2.6, 0, No
3601, 44, 20, 38, 2, 2.1, 95, No
3600, 45, 19, 23, 2, 0.1, 91, No
3599, 37, 11, 61, 3, 0.9, 0, No
3598, 56, 26, 51, 3, 2.0, 0, No
3597, 44, 20, 88, 1, 4.7, 0, No
3596, 38, 14, 104, 2, 1.8, 79, No
3595, 34, 8, 79, 1, 2.5, 0, No
3594, 60, 34, 44, 2, 0.3, 192, No
3593, 33, 3, 20, 1, 0.7, 0, No
3592, 58, 32, 73, 2, 2.3, 224, No
3591, 32, 7, 64, 2, 0.1, 0, No
3590, 38, 12, 52, 2, 2.4, 147, No
3589, 62, 38, 65, 1, 0.0, 0, No
3588, 28, 4, 29, 3, 0.1, 0, No
3587, 40, 15, 132, 2, 3.9, 0, No
3586, 45, 18, 45, 3, 1.0, 0, No
3585, 63, 37, 15, 1, 0.8, 115, No
3584, 30, 3, 33, 4, 1.5, 85, No
3583, 49, 25, 65, 1, 0.0, 0, No
3582, 28, 4, 33, 3, 1.0, 0, No
3581, 41, 16, 62, 2, 2.2, 0, No
3580, 28, 2, 84, 1, 2.9, 102, No
3579, 29, 5, 128, 2, 4.1, 209, Yes
3578, 39, 9, 32, 3, 2.0, 0, No
3577, 56, 30, 70, 3, 0.3, 0, No
3576, 63, 38, 15, 4, 0.6, 83, No
3575, 56, 30, 64, 3, 0.3, 0, No
3574, 60, 36, 165, 3, 5.6, 0, Yes
3573, 30, 6, 30, 1, 0.4, 0, No
3572, 42, 18, 153, 3, 5.6, 416, Yes
3571, 54, 29, 32, 2, 0.6, 0, No
3570, 41, 15, 24, 2, 0.8, 0, No
3569, 30, 4, 194, 2, 4.5, 0, No
3568, 51, 26, 43, 1, 1.3, 123, No
3567, 57, 33, 80, 2, 2.8, 0, No
3566, 40, 15, 43, 2, 1.1, 0, No
3565, 33, 7, 29, 1, 0.6, 0, No
3564, 53, 27, 139, 1, 0.9, 0, Yes
3563, 32, 8, 169, 1, 6.5, 272, Yes
3562, 30, 6, 31, 3, 1.0, 142, No
3561, 31, 5, 65, 4, 2.2, 126, No
3560, 51, 25, 68, 1, 1.5, 0, No
3559, 60, 34, 60, 3, 2.5, 0, No
3558, 46, 20, 54, 4, 2.9, 189, No
3557, 35, 11, 30, 1, 1.7, 0, No
3556, 35, 9, 81, 1, 2.7, 0, No
3555, 37, 13, 72, 4, 2.0, 0, No
3554, 41, 16, 155, 1, 7.0, 0, No
3553, 51, 27, 22, 4, 0.5, 0, No
3552, 60, 35, 55, 3, 0.5, 172, No
3551, 40, 10, 19, 1, 0.8, 116, No
3550, 33, 7, 92, 3, 1.6, 0, No
3549, 40, 16, 41, 1, 2.0, 0, No
3548, 46, 20, 84, 3, 0.7, 0, No
3547, 65, 40, 34, 1, 1.1, 119, No
3546, 48, 22, 174, 1, 2.4, 0, No
3545, 45, 19, 109, 3, 1.1, 0, No
3544, 37, 11, 194, 2, 0.0, 0, No
3543, 30, 5, 118, 4, 3.0, 0, Yes
3542, 45, 20, 144, 4, 5.4, 210, Yes
3541, 39, 15, 30, 4, 0.3, 0, No
3540, 56, 30, 60, 1, 2.2, 0, No
3539, 26, 0, 23, 1, 0.1, 0, No
3538, 60, 34, 19, 3, 0.3, 0, No
3537, 50, 24, 112, 1, 0.3, 229, No
3536, 52, 27, 65, 1, 1.2, 0, No
3535, 34, 10, 61, 3, 2.0, 0, No
3534, 57, 32, 50, 4, 2.1, 211, No
3533, 38, 12, 141, 2, 0.0, 0, No
3532, 38, 12, 58, 3, 0.9, 128, No
3531, 54, 28, 49, 4, 2.8, 0, No
3530, 33, 7, 25, 4, 1.0, 0, No
3529, 43, 17, 41, 3, 2.2, 0, No
3528, 35, 10, 24, 4, 1.1, 0, No
3527, 58, 33, 9, 2, 0.2, 0, No
3526, 59, 34, 13, 4, 0.9, 0, No
3525, 58, 33, 15, 4, 0.9, 0, No
3524, 29, 4, 150, 1, 0.8, 0, No
3523, 64, 40, 90, 2, 0.0, 134, No
3522, 36, 10, 30, 2, 0.8, 0, No
3521, 60, 35, 29, 3, 1.3, 0, No
3520, 31, 5, 84, 4, 1.8, 0, No
3519, 60, 36, 129, 2, 6.0, 0, No
3518, 30, 6, 95, 1, 3.9, 146, Yes
3517, 45, 21, 38, 3, 0.6, 148, No
3516, 50, 26, 148, 2, 0.4, 508, No
3515, 35, 9, 41, 4, 1.2, 0, No
3514, 31, 4, 39, 2, 1.0, 0, No
3513, 46, 20, 70, 4, 2.9, 0, No
3512, 37, 11, 89, 1, 1.5, 0, No
3511, 38, 11, 69, 3, 2.3, 0, No
3510, 38, 12, 61, 3, 0.9, 0, No
3509, 33, 9, 125, 1, 4.3, 0, Yes
3508, 50, 23, 83, 1, 2.7, 0, No
3507, 27, 1, 58, 4, 1.8, 154, No
3506, 64, 39, 103, 1, 0.8, 0, No
3505, 46, 20, 15, 4, 0.6, 0, No
3504, 29, 3, 53, 4, 2.1, 0, No
3503, 32, 8, 58, 3, 2.0, 90, No
3502, 65, 39, 105, 4, 1.7, 0, No
3501, 51, 26, 90, 1, 2.8, 0, No
3500, 49, 23, 114, 1, 0.3, 286, No
3499, 30, 6, 182, 4, 0.8, 94, Yes
3498, 55, 31, 134, 2, 0.3, 0, No
3497, 37, 13, 49, 4, 2.0, 192, No
3496, 32, 8, 44, 1, 1.8, 192, No
3495, 29, 2, 31, 4, 1.5, 0, No
3494, 54, 28, 33, 2, 0.4, 0, No
3493, 35, 9, 28, 1, 0.6, 0, No
3492, 51, 27, 12, 2, 0.4, 0, No
3491, 33, 9, 38, 1, 1.3, 115, No
3490, 36, 12, 154, 3, 6.4, 0, Yes
3489, 40, 15, 51, 2, 1.1, 131, No
3488, 29, 4, 104, 4, 1.8, 0, No
3487, 25, 1, 20, 4, 1.0, 0, No
3486, 39, 13, 39, 2, 0.8, 0, No
3485, 45, 18, 53, 3, 2.5, 112, No
3484, 60, 36, 195, 1, 4.7, 0, No
3483, 57, 33, 91, 1, 4.3, 81, No
3482, 52, 26, 34, 1, 0.3, 0, No
3481, 64, 39, 49, 2, 1.5, 0, No
3480, 31, 6, 64, 2, 2.5, 0, No
3479, 31, 6, 133, 1, 1.5, 0, Yes
3478, 34, 10, 131, 2, 4.3, 156, No
3477, 65, 39, 141, 2, 6.9, 0, No
3476, 54, 30, 13, 1, 0.3, 0, No
3475, 49, 24, 42, 2, 0.7, 0, No
3474, 59, 34, 52, 4, 0.7, 0, No
3473, 54, 27, 120, 4, 3.0, 431, Yes
3472, 50, 25, 38, 1, 1.4, 0, No
3471, 57, 31, 175, 2, 0.5, 429, No
3470, 26, 2, 79, 2, 2.5, 0, No
3469, 43, 19, 113, 2, 1.8, 0, No
3468, 63, 37, 149, 2, 0.2, 364, Yes
3467, 33, 6, 53, 2, 1.0, 96, No
3466, 65, 41, 42, 1, 1.9, 0, No
3465, 61, 37, 172, 4, 4.3, 0, Yes
3464, 28, 3, 149, 1, 0.8, 0, No
3463, 58, 33, 28, 2, 0.5, 146, No
3462, 57, 27, 64, 3, 2.0, 142, No
3461, 63, 37, 84, 4, 2.4, 0, No
3460, 26, 1, 88, 2, 1.8, 0, No
3459, 48, 23, 191, 2, 2.8, 231, No
3458, 55, 31, 91, 2, 2.8, 0, No
3457, 46, 22, 125, 2, 4.7, 0, Yes
3456, 43, 19, 28, 3, 0.5, 0, No
3455, 47, 21, 132, 1, 0.3, 0, No
3454, 29, 3, 31, 4, 0.3, 0, No
3453, 61, 37, 23, 3, 0.4, 0, No
3452, 54, 30, 70, 1, 1.6, 251, No
3451, 29, 4, 14, 4, 0.5, 0, No
3450, 57, 32, 135, 3, 4.8, 0, Yes
3449, 43, 18, 85, 4, 1.9, 110, No
3448, 54, 29, 25, 4, 0.1, 109, No
3447, 56, 32, 120, 1, 7.4, 186, No
3446, 37, 13, 38, 1, 1.5, 116, No
3445, 60, 35, 128, 1, 0.9, 0, No
3444, 44, 18, 54, 1, 2.8, 202, No
3443, 43, 18, 30, 1, 0.5, 0, No
3442, 64, 40, 18, 2, 0.3, 0, No
3441, 26, 1, 39, 4, 0.6, 0, No
3440, 43, 17, 80, 3, 0.1, 0, No
3439, 43, 17, 72, 1, 2.8, 271, No
3438, 57, 31, 39, 4, 0.7, 0, No
3437, 56, 29, 42, 4, 2.5, 0, No
3436, 33, 8, 58, 4, 1.3, 0, No
3435, 56, 31, 53, 2, 1.6, 78, No
3434, 34, 9, 60, 4, 1.3, 0, No
3433, 47, 23, 32, 1, 1.0, 0, No
3432, 64, 38, 63, 2, 1.7, 184, No
3431, 64, 38, 32, 2, 0.3, 0, No
3430, 39, 14, 28, 2, 1.4, 108, No
3429, 45, 21, 24, 1, 0.9, 0, No
3428, 39, 15, 175, 2, 8.0, 0, No
3427, 31, 5, 115, 2, 1.5, 189, No
3426, 23, -1, 12, 4, 1.0, 90, No
3425, 44, 19, 45, 4, 0.0, 0, No
3424, 61, 35, 38, 2, 1.0, 0, No
3423, 48, 23, 41, 1, 1.4, 0, No
3422, 49, 23, 125, 1, 2.4, 0, No
3421, 66, 41, 114, 1, 0.8, 0, No
3420, 35, 10, 34, 4, 1.7, 87, No
3419, 57, 31, 40, 3, 1.4, 0, No
3418, 39, 12, 23, 3, 1.0, 0, No
3417, 61, 37, 62, 1, 0.0, 244, No
3416, 36, 12, 93, 2, 2.2, 0, No
3415, 61, 36, 18, 1, 1.3, 0, No
3414, 54, 24, 72, 3, 1.4, 0, No
3413, 55, 29, 79, 4, 4.9, 0, No
3412, 63, 37, 118, 1, 2.0, 427, No
3411, 36, 11, 9, 4, 0.2, 0, No
3410, 29, 5, 113, 2, 2.0, 84, No
3409, 45, 21, 71, 4, 1.9, 0, No
3408, 58, 32, 19, 4, 0.7, 0, No
3407, 42, 12, 34, 3, 2.0, 0, No
3406, 55, 30, 50, 2, 2.1, 0, No
3405, 39, 14, 21, 1, 0.6, 101, No
3404, 54, 29, 82, 3, 3.7, 0, Yes
3403, 64, 40, 95, 2, 0.0, 0, No
3402, 39, 15, 28, 1, 1.4, 118, No
3401, 48, 22, 39, 1, 1.2, 0, No
3400, 54, 29, 54, 2, 2.1, 97, No
3399, 40, 14, 62, 2, 2.4, 0, No
3398, 31, 6, 170, 2, 6.7, 137, No
3397, 52, 28, 65, 1, 0.0, 0, No
3396, 41, 16, 35, 2, 1.4, 135, No
3395, 25, -1, 113, 4, 2.1, 0, No
3394, 37, 11, 81, 3, 0.9, 0, No
3393, 32, 7, 58, 1, 1.0, 0, No
3392, 55, 29, 94, 1, 0.8, 221, No
3391, 29, 3, 73, 3, 0.3, 0, No
3390, 27, 3, 88, 3, 0.8, 238, No
3389, 45, 21, 115, 2, 3.3, 85, No
3388, 63, 37, 25, 2, 0.2, 0, No
3387, 35, 10, 142, 4, 0.8, 0, Yes
3386, 42, 17, 73, 4, 0.4, 0, No
3385, 36, 11, 162, 1, 8.6, 153, No
3384, 46, 22, 135, 3, 4.1, 213, Yes
3383, 62, 36, 103, 2, 2.8, 0, No
3382, 39, 15, 143, 1, 3.5, 0, No
3381, 64, 38, 21, 1, 0.8, 76, No
3380, 65, 41, 83, 3, 2.0, 0, No
3379, 25, 0, 44, 4, 0.6, 0, No
3378, 35, 10, 83, 4, 0.7, 315, No
3377, 46, 21, 170, 2, 2.8, 0, No
3376, 43, 18, 88, 4, 1.1, 0, No
3375, 57, 31, 61, 1, 2.2, 0, No
3374, 28, 2, 182, 3, 7.2, 442, Yes
3373, 55, 29, 81, 4, 4.9, 209, No
3372, 44, 18, 33, 3, 0.5, 0, No
3371, 39, 13, 59, 3, 0.9, 199, No
3370, 34, 10, 84, 4, 0.1, 0, No
3369, 45, 18, 163, 3, 5.3, 0, Yes
3368, 51, 27, 53, 1, 1.6, 0, No
3367, 33, 9, 152, 1, 6.0, 0, No
3366, 38, 8, 21, 1, 0.7, 0, No
3365, 41, 15, 41, 2, 2.4, 105, No
3364, 58, 34, 54, 4, 1.3, 0, No
3363, 30, 4, 18, 2, 0.3, 0, No
3362, 31, 5, 85, 3, 1.6, 87, No
3361, 48, 24, 133, 1, 5.0, 0, No
3360, 43, 19, 45, 3, 0.6, 0, No
3359, 59, 35, 40, 4, 0.4, 0, No
3358, 32, 6, 112, 1, 2.7, 408, No
3357, 49, 23, 115, 3, 4.6, 0, Yes
3356, 49, 23, 93, 1, 2.4, 0, No
3355, 42, 18, 39, 1, 0.3, 0, No
3354, 49, 23, 19, 4, 0.6, 0, No
3353, 34, 4, 19, 1, 0.7, 83, No
3352, 52, 26, 191, 1, 1.7, 0, No
3351, 28, 3, 95, 2, 1.8, 0, No
3350, 55, 25, 95, 2, 4.5, 275, No
3349, 61, 35, 18, 3, 0.3, 0, No
3348, 65, 41, 78, 3, 2.0, 0, No
3347, 41, 15, 65, 2, 2.8, 0, No
3346, 35, 11, 14, 4, 1.0, 0, No
3345, 43, 19, 110, 1, 3.4, 0, No
3344, 62, 37, 125, 1, 1.0, 0, Yes
3343, 38, 13, 84, 3, 1.2, 121, No
3342, 35, 9, 33, 2, 0.3, 0, No
3341, 29, 3, 54, 4, 1.8, 0, No
3340, 27, 1, 141, 4, 5.1, 354, Yes
3339, 35, 9, 43, 4, 1.2, 0, No
